StepNumber,Step,Unit,PartNumber,id,blend_item_code,trimmed_item_code,Unnamed: 4,Unnamed: 5
12,Ensure that any agitators used have been turned off.,,,12,95900.B,95900B,,
13,Remove GHS label from the mix vessel.,,,13,95900.B,95900B,,
1,Gather the required materials.,,,1,96100.B,96100B,,
2,Verify that the final mix vessel and the kelzan mix vessel are both clean. ,,,2,96100.B,96100B,,
3,Apply GHS labels to the final mix vessel.,,,3,96100.B,96100B,,
4,Pour no more than 200 gallons of water into the Kelzan mix vessel.,,WATER,4,96100.B,96100B,,
5,Agitate Kelzan for 60 minutes.,,,5,96100.B,96100B,,
6,Verify that all powder is dissolved and product is clump free.,,,6,96100.B,96100B,,
7,Charge the final mix vessel with the remaining water.,,,7,96100.B,96100B,,
8,Start agitator of final mix vessel. ,,,8,96100.B,96100B,,
9,Add dissolved Kelzan to the main mixing vessel. ,,,9,96100.B,96100B,,
10,Verify that there are no clumps in the mixture.,,,10,96100.B,96100B,,
11,Add Oxalic Acid.,,030025,11,96100.B,96100B,,
12,Agitate for 10 minutes.,,,12,96100.B,96100B,,
13,Add Glycolic Acid ,,030151,13,96100.B,96100B,,
14,Using black wire locks; re-seal glycolic acid tote.,,,14,96100.B,96100B,,
15,Add AOS 40,,030152,15,96100.B,96100B,,
16,Add Busan 1264,,030146,16,96100.B,96100B,,
17,Agitate for 30 minutes.,,,17,96100.B,96100B,,
18,Sample blend; label sample container; and deliver sample to QC Lab.,,,18,96100.B,96100B,,
19,Ensure that any agitators used have been turned off.,,,19,96100.B,96100B,,
20,Remove GHS label from the mix vessel.,,,20,96100.B,96100B,,
1,"In pre-mix vessel, add DEF 45.",,,1,96500.B,96500B,lbs,
2,"In pre-mix vessel, add Lemongrass fragrance",,,2,96500.B,96500B,lbs,
3,"In pre-mix vessel, mix for 10 minutes then add Tea Tree Oil 50-6270-01-01",,,3,96500.B,96500B,lbs,
4,"In the main mix vessel, charge with water.",,,4,96500.B,96500B,lbs,
5,"In the main mix vessel, add Busan 1264.",,,5,96500.B,96500B,lbs,
6,Add PART I pre-mix into PART II mix base into the main mix vessel,,,6,96500.B,96500B,,
7,Mix for 30 minutes or until solution uniform,,,7,96500.B,96500B,,
8,Sample blend; label sample container; and deliver sample to QC Lab.,,,8,96500.B,96500B,,
9,Ensure that any agitators used have been turned off.,,,9,96500.B,96500B,,
1,Gather the required materials.,,,1,965Gel-PREMIX.B,965Gel-PREMIXB,,
2,Verify that the vessel is clean. ,,,2,965Gel-PREMIX.B,965Gel-PREMIXB,,
3,Charge kettle NP-9,lbs,100468,3,965Gel-PREMIX.B,965Gel-PREMIXB,,
4,Add Tea Tree Oil 50-6270-01-01,lbs,100533,4,965Gel-PREMIX.B,965Gel-PREMIXB,,
5,Add Lemongrass W/S,lbs,100534,5,965Gel-PREMIX.B,965Gel-PREMIXB,,
6,Agitate for 20 minutes.,,,6,965Gel-PREMIX.B,965Gel-PREMIXB,,
7,Sample blend; label sample container; and deliver sample to QC Lab.,,,7,965Gel-PREMIX.B,965Gel-PREMIXB,,
8,Ensure that any agitators used have been turned off.,,,8,965Gel-PREMIX.B,965Gel-PREMIXB,,
1,Gather the required materials.,,,1,965GEL.B,965GELB,,
2,Verify that mixer is clean and dry. ,,,2,965GEL.B,965GELB,,
3,Charge with DI water in clean dry mixer.,gal,030143,3,965GEL.B,965GELB,,
4,Ensure that the DI water pump is turned off.,,,4,965GEL.B,965GELB,,
5,Add Busan 1264 at 30-30 agitator speed.,lbs,030146,5,965GEL.B,965GELB,,
6,Agitate for 1 minute.,,,6,965GEL.B,965GELB,,
7,Add Liquidtint L86045 Green 1054 Dye at 30-30 agitator speed.,grams,100465,7,965GEL.B,965GELB,,
8,Agitate for 1 minute.,,,8,965GEL.B,965GELB,,
9,Add Carbopol EZ-2 SLOWLY (do not add all at once) at 30-30 agitator speed.,lbs,030158,9,965GEL.B,965GELB,,
10,Agitate for 10 minutes.,,,10,965GEL.B,965GELB,,
11,Raise lid and scrape vessel sides and agitator shaft if needed--make sure no clumps/lumps are present.,,,11,965GEL.B,965GELB,,
12,Add Caustic Soda 50% at 30-30 agitator speed.,lbs,050007,12,965GEL.B,965GELB,,
13,Raise lid and verify that batch is the consistency of jelly after addition of Caustic Soda 50%.,,,13,965GEL.B,965GELB,,
14,Mix at 30-30 agitator speed for 10 minutes.,,,14,965GEL.B,965GELB,,
15,Add 965Pre-Mix.B SLOWLY into vessel  (do not add all at once).,gal,965Pre-Mix.B,15,965GEL.B,965GELB,,
16,Continue mixing until all oil goes in and product is uniform.,,,16,965GEL.B,965GELB,,
17,Verify that there is no oil from pre-mix at the top of the blend.,,,17,965GEL.B,965GELB,,
18,Turn off dispersor blade; but keep side sweeper still running. ,,,18,965GEL.B,965GELB,,
19,Run vacuum for 10 minutes.,,,19,965GEL.B,965GELB,,
20,Sample blend; label sample container; and deliver sample to QC Lab.,,,20,965GEL.B,965GELB,,
21,Ensure that any agitators used have been turned off.,,,21,965GEL.B,965GELB,,
1,Gather the required materials.,,,1,97000DIL.B,97000DILB,,
2,Retrieve a dedicated or brand new tote for this blend. ,,,2,97000DIL.B,97000DILB,,
3,"If making by scale near MSR tank, turn red light on",,,3,97000DIL.B,97000DILB,,
4,Apply GHS label to the tote.,,,4,97000DIL.B,97000DILB,,
5,Charge tote with DI Water,,030143,5,97000DIL.B,97000DILB,,
6,Sample DI Water and bring to lab for conductivity testing. ,,,6,97000DIL.B,97000DILB,,
7,Verify that the conductivity reading for DI water is 0.,,,7,97000DIL.B,97000DILB,,
8,Ensure that the DI water pump is turned off.,,,8,97000DIL.B,97000DILB,,
9,Add Liquid Sodium Chlorite 25%,,200126,9,97000DIL.B,97000DILB,,
10,Using orange wire locks; re-seal liquid sodium chlorite tote.,,,10,97000DIL.B,97000DILB,,
11,Mix with poly paddle for 5 minutes. ,,,11,97000DIL.B,97000DILB,,
12,Wash any totes that are being re-used with DI WATER,,,12,97000DIL.B,97000DILB,,
13,Apply spraypainted dot indicating current use of tote--if on third use; dispose of tote. ,,,13,97000DIL.B,97000DILB,,
14,Lab must take pictures of all totes before emptying batch.,,,14,97000DIL.B,97000DILB,,
14,Upon approval from the lab; empty batch into totes with VENTED CAPS.,,,15,97000DIL.B,97000DILB,,
1,Gather the required materials.,,,1,97100.B,97100B,,
2,Retrieve a dedicated or brand new tote for this blend. ,,,2,97100.B,97100B,,
3,"If making by scale by MSR tank, turn red light on",,,3,97100.B,97100B,,
4,Apply GHS label to the tote.,,,4,97100.B,97100B,,
5,Charge tote with DI Water,,030143,5,97100.B,97100B,,
6,Sample DI Water and bring to lab for conductivity testing. ,,,6,97100.B,97100B,,
7,Verify that the conductivity reading for DI water is 0.,,,7,97100.B,97100B,,
8,Ensure that the DI water pump is turned off.,,,8,97100.B,97100B,,
9,Add Liquid Sodium Chlorite 25%,,200126,9,97100.B,97100B,,
10,Using orange wire locks; re-seal liquid sodium chlorite tote.,,,10,97100.B,97100B,,
11,Mix with poly paddle for 5 minutes. ,,,11,97100.B,97100B,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,97100.B,97100B,,
13,Wash any totes that are being re-used with DI WATER,,,13,97100.B,97100B,,
14,Apply spraypainted dot indicating current use of tote--if on third use; dispose of tote. ,,,14,97100.B,97100B,,
15,Lab must take pictures of all totes before emptying batch.,,,15,97100.B,97100B,,
15,Upon approval from the lab; empty batch into totes with VENTED CAPS.,,,16,97100.B,97100B,,
1,Gather the required materials.,,,1,97200.B,97200B,,
2,Verify that the vessel is clean. ,,,2,97200.B,97200B,,
3,Apply GHS label to the mix vessel.,,,3,97200.B,97200B,,
4,Charge vessel with DI water.,gal,030143,4,97200.B,97200B,,
5,Ensure that the DI water pump is turned off.,,,5,97200.B,97200B,,
6,Start agitator,,,6,97200.B,97200B,,
7,Add Potassium Carbonate,lbs,030138,7,97200.B,97200B,,
8,Add Sodium Metasilicate,lbs,240073,8,97200.B,97200B,,
9,Add Versene 100,lbs,030019,9,97200.B,97200B,,
10,Add Videt Eqi,lbs,100518,10,97200.B,97200B,,
11,Add API WS-500,lbs,030107,11,97200.B,97200B,,
12,Add APS-342,lbs,031036,12,97200.B,97200B,,
13,Add Eversorb AQ1,lbs,030110,13,97200.B,97200B,,
14,Agitate for 10 minutes. ,,,14,97200.B,97200B,,
15,Sample blend; label sample container; and deliver sample to QC Lab.,,,15,97200.B,97200B,,
16,Ensure that any agitators used have been turned off.,,,16,97200.B,97200B,,
17,Remove GHS label from the mix vessel.,,,17,97200.B,97200B,,
1,Gather the required materials. MUST USE POLY MIX VESSEL.,,,1,97300.B,97300B,,
2,Verify that the mix vessel is clean. ,,,2,97300.B,97300B,,
3,Apply GHS label to the mix vessel.,,,3,97300.B,97300B,,
4,Charge vessel with water.,gal,WATER,4,97300.B,97300B,,
5,Busan 1264,lbs,030146,5,97300.B,97300B,,
6,Add Fibrosil -EM60-HG ,lbs,030164,6,97300.B,97300B,,
7,Add API 345V,lbs,100515,7,97300.B,97300B,,
8,Add Tropical Coconut W/S #66716,lbs,030003,8,97300.B,97300B,,
9,Add APS-342,grams,031036,9,97300.B,97300B,,
10,Add Eversorb AQI,grams,030110,10,97300.B,97300B,,
11,Agitate for 20 minutes.,,,11,97300.B,97300B,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,97300.B,97300B,,
13,Ensure that any agitators used have been turned off.,,,13,97300.B,97300B,,
14,Remove GHS label from the mix vessel.,,,14,97300.B,97300B,,
1,Gather the required materials.,,,1,97700.B,97700B,,
2,Verify that the vessel is clean. ,,,2,97700.B,97700B,,
3,Apply GHS label to the mix vessel.,,,3,97700.B,97700B,,
4,Charge vessel with water.,,WATER,4,97700.B,97700B,,
5,Thoroughly rinse pumps with water. ,,,5,97700.B,97700B,,
6,Start agitator. ,,,6,97700.B,97700B,,
7,Add Evogen Carpet 10X UF under agitation,,301048,7,97700.B,97700B,,
8,Add Ordernone W/S,,030198,8,97700.B,97700B,,
9,Add Crisp Cucumber Kiwi W/S 96088,,031046,9,97700.B,97700B,,
10,Agitate for 10 minutes.,,,10,97700.B,97700B,,
11,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,97700.B,97700B,,
12,Ensure that any agitators used have been turned off.,,,12,97700.B,97700B,,
13,Remove GHS label from the mix vessel.,,,13,97700.B,97700B,,
1,Gather the required materials.,,,1,98100.B,98100B,,
2,Verify that the vessel is clean. ,,,2,98100.B,98100B,,
3,Apply GHS label to the mix vessel.,,,3,98100.B,98100B,,
4,Charge vessel with water.,,WATER,4,98100.B,98100B,,
5,Start agitator. ,,,5,98100.B,98100B,,
6,Add Vitech Eqi,,100518,6,98100.B,98100B,,
7,Add API WS 500,,030107,7,98100.B,98100B,,
8,Add Busan 1264,,030146,8,98100.B,98100B,,
9,Add Tropical Coconut W/S ,,030003,9,98100.B,98100B,,
10,Add APS-342,,031036,10,98100.B,98100B,,
11,Add Liquitint Orange L82000,,500321,11,98100.B,98100B,,
12,Add foam Ban Defoamer,,030142,12,98100.B,98100B,,
13,Agitate for 5 minutes.,,,13,98100.B,98100B,,
14,Sample blend; label sample container; and deliver sample to QC Lab.,,,14,98100.B,98100B,,
15,Ensure that any agitators used have been turned off.,,,15,98100.B,98100B,,
16,Remove GHS label from the mix vessel.,,,16,98100.B,98100B,,
1,Gather the required materials.,,,1,98200.B,98200B,,
2,Verify that the vessel is clean. ,,,2,98200.B,98200B,,
3,Apply GHS label to the mix vessel.,,,3,98200.B,98200B,,
4,Charge vessel with Conoco Pure Performance 80.,,100475,4,98200.B,98200B,,
5,Start agitator. ,,,5,98200.B,98200B,,
6,Add Lanolin,,100475,6,98200.B,98200B,,
7,Add CA 1146,,100524,7,98200.B,98200B,,
8,Add CER-150SN,,100525,8,98200.B,98200B,,
9,Agitate for 20 minutes.,,,9,98200.B,98200B,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,98200.B,98200B,,
11,Ensure that any agitators used have been turned off.,,,11,98200.B,98200B,,
12,Remove GHS label from the mix vessel.,,,12,98200.B,98200B,,
1,Gather the required materials.,,,1,AF600.B,AF600B,,
2,Verify that vessel is clean. ,,,2,AF600.B,AF600B,,
3,Apply GHS label to the mix vessel.,,,3,AF600.B,AF600B,,
4,Charge vessel with PG.,,050000,4,AF600.B,AF600B,,
5,Start agitator.,,,5,AF600.B,AF600B,,
6,Add (Undyed) Metal Guard A-65,,601021,6,AF600.B,AF600B,,
7,Add DI water,,030143,7,AF600.B,AF600B,,
8,Ensure that the DI water pump is turned off.,,,8,AF600.B,AF600B,,
9,Add Phosphoric Acid,,240079,9,AF600.B,AF600B,,
10,Using black wire locks; re-seal phosphoric acid tote.,,,10,AF600.B,AF600B,,
11,Add Chromatint Blue 408,,030112,11,AF600.B,AF600B,,
12,Add Chromatint Red 1887,,050017,12,AF600.B,AF600B,,
13,Agitate for 20 minutes.,,,13,AF600.B,AF600B,,
14,Sample blend; label sample container; and deliver sample to QC Lab.,,,14,AF600.B,AF600B,,
15,Ensure that any agitators used have been turned off.,,,15,AF600.B,AF600B,,
16,Remove GHS label from the mix vessel.,,,16,AF600.B,AF600B,,
1,Gather the required materials.,,,1,AF600FS.B,AF600FSB,,
2,Verify that vessel is clean. ,,,2,AF600FS.B,AF600FSB,,
3,Apply GHS label to the mix vessel.,,,3,AF600FS.B,AF600FSB,,
4,Charge vessel with PG.,gal,050000,4,AF600FS.B,AF600FSB,,
5,Start agitator.,,,5,AF600FS.B,AF600FSB,,
6,Add (Undyed) Metal Guard A-65,gal,601021,6,AF600FS.B,AF600FSB,,
7,Add Phosphoric Acid,gal,240079,7,AF600FS.B,AF600FSB,,
8,Using black wire locks; re-seal phosphoric acid tote.,,,8,AF600FS.B,AF600FSB,,
9,Add Chromatint Blue 408,grams,030112,9,AF600FS.B,AF600FSB,,
10,Add Chromatint Red 1887,grams,050017,10,AF600FS.B,AF600FSB,,
11,Agitate for 20 minutes.,,,11,AF600FS.B,AF600FSB,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,AF600FS.B,AF600FSB,,
13,Ensure that any agitators used have been turned off.,,,13,AF600FS.B,AF600FSB,,
14,Remove GHS label from the mix vessel.,,,14,AF600FS.B,AF600FSB,,
1,Gather the required materials.,,,1,FULL STR,FULL STR,,
2,Verify that the vessel is clean. ,,,2,FULL STR,FULL STR,,
3,Apply GHS label to the mix vessel.,,,3,FULL STR,FULL STR,,
4,Charge mix vessel with PG,gal,050000,4,FULL STR,FULL STR,,
5,Add Polyglycol 112-2,lbs,030121,5,FULL STR,FULL STR,,
6,Add BTNN80,gal,030176,6,FULL STR,FULL STR,,
7,Agitate until homogenous.,,,7,FULL STR,FULL STR,,
8,Sample blend; label sample container; and deliver sample to QC Lab.,,,8,FULL STR,FULL STR,,
9,Ensure that any agitators used have been turned off.,,,9,FULL STR,FULL STR,,
10,Remove GHS label from the mix vessel.,,,10,FULL STR,FULL STR,,
1,Gather the required materials.,,,1,Flush.B,FlushB,,
2,Verify that the vessel is clean. ,,,2,Flush.B,FlushB,,
3,Apply GHS label to the mix vessel.,,,3,Flush.B,FlushB,,
4,Charge mix vessel with DI Water.,gal,030143,4,Flush.B,FlushB,,
5,Add Sodium Hypochlorite 12.5%,lbs,030024,5,Flush.B,FlushB,,
6,Using red wire locks; re-seal sodium hypochlorite tote.,,,6,Flush.B,FlushB,,
7,Agitate until homogenous.,,,7,Flush.B,FlushB,,
8,Sample blend; label sample container; and deliver sample to QC Lab.,,,8,Flush.B,FlushB,,
9,Ensure that any agitators used have been turned off.,,,9,Flush.B,FlushB,,
10,Remove GHS label from the mix vessel.,,,10,Flush.B,FlushB,,
1,Gather the required materials.,,,1,K4199-1.B,K4199-1B,,
2,Verify that the vessel is clean. ,,,2,K4199-1.B,K4199-1B,,
3,Apply GHS label to the mix vessel.,,,3,K4199-1.B,K4199-1B,,
4,Charge vessel with DI Water,gals,030143,4,K4199-1.B,K4199-1B,,
5,Ensure that the DI water pump is turned off.,,,5,K4199-1.B,K4199-1B,,
6,Start agitator,,,6,K4199-1.B,K4199-1B,,
7,Add Busan 1264,lbs,030146,7,K4199-1.B,K4199-1B,,
8,Add Wintrol MBT-50Na (DO NOT MIX WITH NACAP),lbs,030165,8,K4199-1.B,K4199-1B,,
9,Add Bitrex Solution,lbs,100511,9,K4199-1.B,K4199-1B,,
10,Add Ethylene Glycol,gals,601015,10,K4199-1.B,K4199-1B,,
11,Add Chromatech Red 40 C73024X,grams,050008,11,K4199-1.B,K4199-1B,,
12,Mix for 5 mins;Sample blend; label sample container; and deliver sample to QC Lab.,,,12,K4199-1.B,K4199-1B,,
13,Ensure that any agitators used have been turned off.,,,13,K4199-1.B,K4199-1B,,
14,Remove GHS label from the mix vessel.,,,14,K4199-1.B,K4199-1B,,
1,Gather the required materials.,,,1,KA00116.B,KA00116B,,
2,Verify that vessel is clean. ,,,2,KA00116.B,KA00116B,,
3,Apply GHS label to the mix vessel.,,,3,KA00116.B,KA00116B,,
4,Charge vessel with DI water.,,030143,4,KA00116.B,KA00116B,,
5,Ensure that the DI water pump is turned off.,,,5,KA00116.B,KA00116B,,
6,Start agitator.,,,6,KA00116.B,KA00116B,,
7,Add Sodium Benzoate,,030154,7,KA00116.B,KA00116B,,
8,Agitate for 10 minutes.,,,8,KA00116.B,KA00116B,,
9,Add Methylene Chloride blue,,030155,9,KA00116.B,KA00116B,,
10,Agitate for 5 minutes,,,10,KA00116.B,KA00116B,,
11,Add Tomadol 91-8,,031013,11,KA00116.B,KA00116B,,
12,Agitate for 20 minutes.,,,12,KA00116.B,KA00116B,,
13,Sample blend; label sample container; and deliver sample to QC Lab.,,,13,KA00116.B,KA00116B,,
14,Ensure that any agitators used have been turned off.,,,14,KA00116.B,KA00116B,,
15,Remove GHS label from the mix vessel.,,,15,KA00116.B,KA00116B,,
1,Gather the required materials.,,,1,052000G3.5-20,052000G35-20,,
2,Verify that vessel is clean. ,,,2,052000G3.5-20,052000G35-20,,
3,Apply GHS label to the mix vessel.,,,3,052000G3.5-20,052000G35-20,,
4,Charge vessel with water.,GAL,WATER,4,052000G3.5-20,052000G35-20,,
5,Start agitator.,,,5,052000G3.5-20,052000G35-20,,
6,Add CHEM - Rocima - Nash MBC-997 /MBC 211-P,lbs,030146P,6,052000G3.5-20,052000G35-20,,
7,Add Glycerine,GAL,050000G,7,052000G3.5-20,052000G35-20,,
8,Add PG,GAL,050000,8,052000G3.5-20,052000G35-20,,
9,Add CHEM - DKP - LIQUID  50%,GAL,030066,9,052000G3.5-20,052000G35-20,,
10,Add DYE-Liquitint Pink L83045,grams,050020,10,052000G3.5-20,052000G35-20,,
11,Agitate for 10 minutes.,,,11,052000G3.5-20,052000G35-20,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,052000G3.5-20,052000G35-20,,
13,Ensure that any agitators used have been turned off.,,,13,052000G3.5-20,052000G35-20,,
14,Remove GHS label from the mix vessel.,,,14,052000G3.5-20,052000G35-20,,
1,Gather the required materials.,,,1,052000G4-21,052000G4-21,,
2,Verify that vessel is clean. ,,,2,052000G4-21,052000G4-21,,
3,Apply GHS label to the mix vessel.,,,3,052000G4-21,052000G4-21,,
4,Charge vessel with water.,GAL,WATER,4,052000G4-21,052000G4-21,,
5,Start agitator.,,,5,052000G4-21,052000G4-21,,
6,Add CHEM - PREVENTOL D7,lbs,030146P,6,052000G4-21,052000G4-21,,
7,Add CHEM - DKP - LIQUID  50% (12.84lb/gal),GAL,030066,7,052000G4-21,052000G4-21,,
8,Add Glycerine,GAL,050000G,8,052000G4-21,052000G4-21,,
9,Add PG,GAL,050000,9,052000G4-21,052000G4-21,,
10,Add DYE-Liquitint Pink L83045,grams,050020,10,052000G4-21,052000G4-21,,
11,Agitate for 10 minutes.,,,11,052000G4-21,052000G4-21,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,052000G4-21,052000G4-21,,
13,Ensure that any agitators used have been turned off.,,,13,052000G4-21,052000G4-21,,
14,Remove GHS label from the mix vessel.,,,14,052000G4-21,052000G4-21,,
1,Gather the required materials. ,,,1,052000G4/D15PK,052000G4D15PK,,
2,Verify that vessel is clean. ,,,2,052000G4/D15PK,052000G4D15PK,,
3,Apply GHS label to the mix vessel.,,,3,052000G4/D15PK,052000G4D15PK,,
4,Charge vessel with water.,GAL,WATER,4,052000G4/D15PK,052000G4D15PK,,
5,Start agitator.,,,5,052000G4/D15PK,052000G4D15PK,,
6,Add DYE-Liquitint Pink L83045    ---   (add dye before DNA),grams,050020,6,052000G4/D15PK,052000G4D15PK,,
7,Add CHEM - Denatured Alcohol (6.747lbs/gal),GAL,031018,7,052000G4/D15PK,052000G4D15PK,,
8,Add CHEM-Glycerine 99.7% (10.5lbs/gal),GAL,050000G,8,052000G4/D15PK,052000G4D15PK,,
9,Agitate for 20 minutes.,,,9,052000G4/D15PK,052000G4D15PK,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,052000G4/D15PK,052000G4D15PK,,
11,Ensure that any agitators used have been turned off.,,,11,052000G4/D15PK,052000G4D15PK,,
1,Gather the required materials.,,,1,052000PG27,052000PG27,,
2,Verify that vessel is clean. ,,,2,052000PG27,052000PG27,,
3,Apply GHS label to the mix vessel.,,,3,052000PG27,052000PG27,,
4,Charge vessel with water.,GAL,WATER,4,052000PG27,052000PG27,,
5,Start agitator.,,,5,052000PG27,052000PG27,,
6,Add CHEM - PREVENTOL D7,lbs,030146P,6,052000PG27,052000PG27,,
7,Add CHEM - DKP - LIQUID  50% (12.84lb/gal),GAL,030066,7,052000PG27,052000PG27,,
9,Add PG,GAL,050000,8,052000PG27,052000PG27,,
10,Add DYE-Liquitint Pink L83045,grams,050020,9,052000PG27,052000PG27,,
11,Agitate for 10 minutes.,,,10,052000PG27,052000PG27,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,052000PG27,052000PG27,,
13,Ensure that any agitators used have been turned off.,,,12,052000PG27,052000PG27,,
14,Remove GHS label from the mix vessel.,,,13,052000PG27,052000PG27,,
1,Gather the required materials.,,,1,EU052000G4-21,EU052000G4-21,,
2,Verify that vessel is clean. ,,,2,EU052000G4-21,EU052000G4-21,,
3,Apply GHS label to the mix vessel.,,,3,EU052000G4-21,EU052000G4-21,,
4,Charge vessel with water.,GAL,WATER,4,EU052000G4-21,EU052000G4-21,,
5,Start agitator.,,,5,EU052000G4-21,EU052000G4-21,,
6,Add CHEM -Busan 1264,lbs,030146,6,EU052000G4-21,EU052000G4-21,,
7,Add CHEM - DKP - LIQUID  50% (12.84lb/gal),GAL,030066,7,EU052000G4-21,EU052000G4-21,,
8,Add Glycerine,GAL,050000G,8,EU052000G4-21,EU052000G4-21,,
9,Add PG,GAL,050000,9,EU052000G4-21,EU052000G4-21,,
10,Add DYE-Liquitint Pink L83045,grams,050020,10,EU052000G4-21,EU052000G4-21,,
11,Agitate for 10 minutes.,,,11,EU052000G4-21,EU052000G4-21,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,EU052000G4-21,EU052000G4-21,,
13,Ensure that any agitators used have been turned off.,,,13,EU052000G4-21,EU052000G4-21,,
14,Remove GHS label from the mix vessel.,,,14,EU052000G4-21,EU052000G4-21,,
1,Gather the required materials,,,1,052009G23-P9,052009G23-P9,,
2,Verify that vessel is clean. ,,,2,052009G23-P9,052009G23-P9,,
3,Apply GHS label to the mix vessel.,,,3,052009G23-P9,052009G23-P9,,
4,Charge vessel with water.,gal,WATER,4,052009G23-P9,052009G23-P9,,
5,Start agitator.,,,5,052009G23-P9,052009G23-P9,,
6,Add Preventol D7 ,lbs,030146P,6,052009G23-P9,052009G23-P9,,
7,Add Glycerine,gal,050000G,7,052009G23-P9,052009G23-P9,,
8,Add PG,gal,050000,8,052009G23-P9,052009G23-P9,,
9,Add DKP,gal,030066,9,052009G23-P9,052009G23-P9,,
10,Chromatech VIOLET 0974 L84020,grams,050012,10,052009G23-P9,052009G23-P9,,
11,Agitate for 20 minutes,,,11,052009G23-P9,052009G23-P9,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,052009G23-P9,052009G23-P9,,
13,Ensure that any agitators used have been turned off.,,,13,052009G23-P9,052009G23-P9,,
14,Remove GHS label from the mix vessel.,,,14,052009G23-P9,052009G23-P9,,
1,Gather the required materials.,,,1,052001G16/34BLU,052001G1634BLU,,
2,Verify that vessel is clean. ,,,2,052001G16/34BLU,052001G1634BLU,,
3,Apply GHS label to the mix vessel.,,,3,052001G16/34BLU,052001G1634BLU,,
4,Charge vessel with water.,GAL,WATER,4,052001G16/34BLU,052001G1634BLU,,
5,Start agitator.,,,5,052001G16/34BLU,052001G1634BLU,,
6,Add CHEM - PREVENTOL D7,lbs,030146P,6,052001G16/34BLU,052001G1634BLU,,
7,Add Glycerine,GAL,050000G,7,052001G16/34BLU,052001G1634BLU,,
8,Add PG,GAL,050000,8,052001G16/34BLU,052001G1634BLU,,
9,Add CHEM - DKP - LIQUID  50% (12.84lb/gal),GAL,030066,9,052001G16/34BLU,052001G1634BLU,,
10,Add DYE-Chromatint Patent Blue L85000,grams,100461,10,052001G16/34BLU,052001G1634BLU,,
11,Agitate for 10 minutes.,,,11,052001G16/34BLU,052001G1634BLU,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,052001G16/34BLU,052001G1634BLU,,
13,Ensure that any agitators used have been turned off.,,,13,052001G16/34BLU,052001G1634BLU,,
14,Remove GHS label from the mix vessel.,,,14,052001G16/34BLU,052001G1634BLU,,
1,Gather the required materials.,,,1,052001G16/38GRN,052001G1638GRN,,
2,Verify that vessel is clean. ,,,2,052001G16/38GRN,052001G1638GRN,,
3,Apply GHS label to the mix vessel.,,,3,052001G16/38GRN,052001G1638GRN,,
4,Charge vessel with water.,GAL,WATER,4,052001G16/38GRN,052001G1638GRN,,
5,Start agitator.,,,5,052001G16/38GRN,052001G1638GRN,,
6,Add CHEM - PREVENTOL D7,lbs,030146P,6,052001G16/38GRN,052001G1638GRN,,
7,Add Glycerine,GAL,050000G,7,052001G16/38GRN,052001G1638GRN,,
8,Add PG,GAL,050000,8,052001G16/38GRN,052001G1638GRN,,
9,Add CHEM - DKP - LIQUID  50% (12.84lb/gal),GAL,030066,9,052001G16/38GRN,052001G1638GRN,,
10,Add DYE-Chromatint 0218 (alizarine) GREEN,grams,100461,10,052001G16/38GRN,052001G1638GRN,,
11,Agitate for 10 minutes.,,,11,052001G16/38GRN,052001G1638GRN,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,052001G16/38GRN,052001G1638GRN,,
13,Ensure that any agitators used have been turned off.,,,13,052001G16/38GRN,052001G1638GRN,,
14,Remove GHS label from the mix vessel.,,,14,052001G16/38GRN,052001G1638GRN,,
1,Gather the required materials.,,,1,052001G16/38RED,052001G1638RED,,
2,Verify that vessel is clean. ,,,2,052001G16/38RED,052001G1638RED,,
3,Apply GHS label to the mix vessel.,,,3,052001G16/38RED,052001G1638RED,,
4,Charge vessel with water.,GAL,WATER,4,052001G16/38RED,052001G1638RED,,
5,Start agitator.,,,5,052001G16/38RED,052001G1638RED,,
6,Add DYE-Chromatint Red 40 Liquid C73024X,grams,050008,6,052001G16/38RED,052001G1638RED,,
7,Add CHEM - PREVENTOL D7,lbs,030146P,7,052001G16/38RED,052001G1638RED,,
8,Add Glycerine,GAL,050000G,8,052001G16/38RED,052001G1638RED,,
9,Add PG,GAL,050000,9,052001G16/38RED,052001G1638RED,,
10,Add CHEM - DKP - LIQUID  50% (12.84lb/gal),GAL,030066,10,052001G16/38RED,052001G1638RED,,
11,Agitate for 10 minutes.,,,11,052001G16/38RED,052001G1638RED,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,052001G16/38RED,052001G1638RED,,
